word,display_form,part_of_speech,frequency_rank,source
overcome,overcome,v,,sesamewords_leveled_list_with_mnemonics.csv
overlap,overlap,v,,sesamewords_leveled_list_with_mnemonics.csv
oversea,oversea,,,sesamewords_leveled_list_with_mnemonics.csv
overwhelm,overwhelm,,,sesamewords_leveled_list_with_mnemonics.csv
parallel,parallel,adj,,sesamewords_leveled_list_with_mnemonics.csv
partial,partial,adj,,sesamewords_leveled_list_with_mnemonics.csv
partition,partition,n,,sesamewords_leveled_list_with_mnemonics.csv
passive,passive,adj,,sesamewords_leveled_list_with_mnemonics.csv
passport,passport,n,,sesamewords_leveled_list_with_mnemonics.csv
pathology,pathology,n,,sesamewords_leveled_list_with_mnemonics.csv
patriot,patriot,n,,sesamewords_leveled_list_with_mnemonics.csv
peer,peer,v,,sesamewords_leveled_list_with_mnemonics.csv
peerless,peerless,,,sesamewords_leveled_list_with_mnemonics.csv
penalty,penalty,n,,sesamewords_leveled_list_with_mnemonics.csv
pend,pend,,,sesamewords_leveled_list_with_mnemonics.csv
peninsula,peninsula,n,,sesamewords_leveled_list_with_mnemonics.csv
perceive,perceive,v,,sesamewords_leveled_list_with_mnemonics.csv
perception,perception,n,,sesamewords_leveled_list_with_mnemonics.csv
peripheral,peripheral,adj,,sesamewords_leveled_list_with_mnemonics.csv
personality,personality,n,,sesamewords_leveled_list_with_mnemonics.csv
phenomenon,phenomenon,n,,sesamewords_leveled_list_with_mnemonics.csv
pi,pi,n,,sesamewords_leveled_list_with_mnemonics.csv
pierce,pierce,v,,sesamewords_leveled_list_with_mnemonics.csv
pleasure,pleasure,n,,sesamewords_leveled_list_with_mnemonics.csv
pledge,pledge,v,,sesamewords_leveled_list_with_mnemonics.csv
plentiful,plentiful,,,sesamewords_leveled_list_with_mnemonics.csv
plumb,plumb,adv,,sesamewords_leveled_list_with_mnemonics.csv
polar,polar,adj,,sesamewords_leveled_list_with_mnemonics.csv
polish,polish,v,,sesamewords_leveled_list_with_mnemonics.csv
portrait,portrait,n,,sesamewords_leveled_list_with_mnemonics.csv
pose,pose,v,,sesamewords_leveled_list_with_mnemonics.csv
possess,possess,v,,sesamewords_leveled_list_with_mnemonics.csv
possibility,possibility,,,sesamewords_leveled_list_with_mnemonics.csv
poverty,poverty,n,,sesamewords_leveled_list_with_mnemonics.csv
practitioner,practitioner,n,,sesamewords_leveled_list_with_mnemonics.csv
prairie,prairie,n,,sesamewords_leveled_list_with_mnemonics.csv
praise,praise,v,,sesamewords_leveled_list_with_mnemonics.csv
precede,precede,v,,sesamewords_leveled_list_with_mnemonics.csv
precious,precious,adj,,sesamewords_leveled_list_with_mnemonics.csv
predict,predict,v,,sesamewords_leveled_list_with_mnemonics.csv
prediction,prediction,n,,sesamewords_leveled_list_with_mnemonics.csv
preliminary,preliminary,adj,,sesamewords_leveled_list_with_mnemonics.csv
premiere,premiere,n,,sesamewords_leveled_list_with_mnemonics.csv
premise,premise,n,,sesamewords_leveled_list_with_mnemonics.csv
prerequisite,prerequisite,n,,sesamewords_leveled_list_with_mnemonics.csv
prescribe,prescribe,v,,sesamewords_leveled_list_with_mnemonics.csv
preserve,preserve,v,,sesamewords_leveled_list_with_mnemonics.csv
privilege,privilege,n,,sesamewords_leveled_list_with_mnemonics.csv
prize,prize,n,,sesamewords_leveled_list_with_mnemonics.csv
probability,probability,,,sesamewords_leveled_list_with_mnemonics.csv
probe,probe,v,,sesamewords_leveled_list_with_mnemonics.csv
proceed,proceed,v,,sesamewords_leveled_list_with_mnemonics.csv
procurement,procurement,n,,sesamewords_leveled_list_with_mnemonics.csv
productive,productive,adj,,sesamewords_leveled_list_with_mnemonics.csv
productivity,productivity,n,,sesamewords_leveled_list_with_mnemonics.csv
profession,profession,n,,sesamewords_leveled_list_with_mnemonics.csv
profitable,profitable,adj,,sesamewords_leveled_list_with_mnemonics.csv
prohibit,prohibit,v,,sesamewords_leveled_list_with_mnemonics.csv
prominent,prominent,adj,,sesamewords_leveled_list_with_mnemonics.csv
prompt,prompt,v,,sesamewords_leveled_list_with_mnemonics.csv
proportion,proportion,n,,sesamewords_leveled_list_with_mnemonics.csv
proprietary,proprietary,n,,sesamewords_leveled_list_with_mnemonics.csv
prospect,prospect,n,,sesamewords_leveled_list_with_mnemonics.csv
prospective,prospective,adj,,sesamewords_leveled_list_with_mnemonics.csv
protest,protest,v,,sesamewords_leveled_list_with_mnemonics.csv
prototype,prototype,n,,sesamewords_leveled_list_with_mnemonics.csv
provincial,provincial,adj,,sesamewords_leveled_list_with_mnemonics.csv
proxy,proxy,n,,sesamewords_leveled_list_with_mnemonics.csv
psychological,psychological,adj,,sesamewords_leveled_list_with_mnemonics.csv
psychology,psychology,n,,sesamewords_leveled_list_with_mnemonics.csv
pursue,pursue,v,,sesamewords_leveled_list_with_mnemonics.csv
qualification,qualification,n,,sesamewords_leveled_list_with_mnemonics.csv
quest,quest,n,,sesamewords_leveled_list_with_mnemonics.csv
quiet,quiet,adj,,sesamewords_leveled_list_with_mnemonics.csv
radical,radical,adj,,sesamewords_leveled_list_with_mnemonics.csv
raid,raid,n,,sesamewords_leveled_list_with_mnemonics.csv
rally,rally,v,,sesamewords_leveled_list_with_mnemonics.csv
rant,rant,v,,sesamewords_leveled_list_with_mnemonics.csv
rational,rational,adj,,sesamewords_leveled_list_with_mnemonics.csv
react,react,v,,sesamewords_leveled_list_with_mnemonics.csv
realistic,realistic,adj,,sesamewords_leveled_list_with_mnemonics.csv
realm,realm,n,,sesamewords_leveled_list_with_mnemonics.csv
rebate,rebate,v,,sesamewords_leveled_list_with_mnemonics.csv
rebel,rebel,n,,sesamewords_leveled_list_with_mnemonics.csv
recall,recall,v,,sesamewords_leveled_list_with_mnemonics.csv
receipt,receipt,n,,sesamewords_leveled_list_with_mnemonics.csv
recipient,recipient,n,,sesamewords_leveled_list_with_mnemonics.csv
recognition,recognition,n,,sesamewords_leveled_list_with_mnemonics.csv
reconstruction,reconstruction,,,sesamewords_leveled_list_with_mnemonics.csv
recover,recover,v,,sesamewords_leveled_list_with_mnemonics.csv
redeem,redeem,v,,sesamewords_leveled_list_with_mnemonics.csv
redirect,redirect,v,,sesamewords_leveled_list_with_mnemonics.csv
refine,refine,v,,sesamewords_leveled_list_with_mnemonics.csv
refund,refund,n,,sesamewords_leveled_list_with_mnemonics.csv
refuse,refuse,v,,sesamewords_leveled_list_with_mnemonics.csv
regime,regime,n,,sesamewords_leveled_list_with_mnemonics.csv
regression,regression,n,,sesamewords_leveled_list_with_mnemonics.csv
reinforce,reinforce,v,,sesamewords_leveled_list_with_mnemonics.csv
reject,reject,v,,sesamewords_leveled_list_with_mnemonics.csv
relax,relax,v,,sesamewords_leveled_list_with_mnemonics.csv
relevance,relevance,n,,sesamewords_leveled_list_with_mnemonics.csv
rely,rely,v,,sesamewords_leveled_list_with_mnemonics.csv
remarkable,remarkable,adj,,sesamewords_leveled_list_with_mnemonics.csv
remedy,remedy,v,,sesamewords_leveled_list_with_mnemonics.csv
remind,remind,v,,sesamewords_leveled_list_with_mnemonics.csv
renaissance,renaissance,n,,sesamewords_leveled_list_with_mnemonics.csv
rend,rend,v,,sesamewords_leveled_list_with_mnemonics.csv
render,render,v,,sesamewords_leveled_list_with_mnemonics.csv
renew,renew,v,,sesamewords_leveled_list_with_mnemonics.csv
replica,replica,n,,sesamewords_leveled_list_with_mnemonics.csv
reproduce,reproduce,v,,sesamewords_leveled_list_with_mnemonics.csv
reproduction,reproduction,n,,sesamewords_leveled_list_with_mnemonics.csv
reputation,reputation,n,,sesamewords_leveled_list_with_mnemonics.csv
reside,reside,v,,sesamewords_leveled_list_with_mnemonics.csv
residue,residue,n,,sesamewords_leveled_list_with_mnemonics.csv
resist,resist,v,,sesamewords_leveled_list_with_mnemonics.csv
resistance,resistance,n,,sesamewords_leveled_list_with_mnemonics.csv
resistant,resistant,adj,,sesamewords_leveled_list_with_mnemonics.csv
resolve,resolve,v,,sesamewords_leveled_list_with_mnemonics.csv
restore,restore,v,,sesamewords_leveled_list_with_mnemonics.csv
restrict,restrict,v,,sesamewords_leveled_list_with_mnemonics.csv
retain,retain,,,sesamewords_leveled_list_with_mnemonics.csv
retire,retire,v,,sesamewords_leveled_list_with_mnemonics.csv
retreat,retreat,v,,sesamewords_leveled_list_with_mnemonics.csv
reverse,reverse,v,,sesamewords_leveled_list_with_mnemonics.csv
revolution,revolution,n,,sesamewords_leveled_list_with_mnemonics.csv
revolutionary,revolutionary,adj,,sesamewords_leveled_list_with_mnemonics.csv
reward,reward,n,,sesamewords_leveled_list_with_mnemonics.csv
ridge,ridge,n,,sesamewords_leveled_list_with_mnemonics.csv
rival,rival,v,,sesamewords_leveled_list_with_mnemonics.csv
robust,robust,adj,,sesamewords_leveled_list_with_mnemonics.csv
rocky,rocky,adj,,sesamewords_leveled_list_with_mnemonics.csv
romance,romance,n,,sesamewords_leveled_list_with_mnemonics.csv
roster,roster,n,,sesamewords_leveled_list_with_mnemonics.csv
routine,routine,n,,sesamewords_leveled_list_with_mnemonics.csv
ruin,ruin,v,,sesamewords_leveled_list_with_mnemonics.csv
sacrifice,sacrifice,v,,sesamewords_leveled_list_with_mnemonics.csv
sage,sage,n,,sesamewords_leveled_list_with_mnemonics.csv
sanction,sanction,v,,sesamewords_leveled_list_with_mnemonics.csv
satisfaction,satisfaction,n,,sesamewords_leveled_list_with_mnemonics.csv
savanna,savanna,n,,sesamewords_leveled_list_with_mnemonics.csv
scenario,scenario,n,,sesamewords_leveled_list_with_mnemonics.csv
scent,scent,n,,sesamewords_leveled_list_with_mnemonics.csv
scholar,scholar,n,,sesamewords_leveled_list_with_mnemonics.csv
scholarly,scholarly,,,sesamewords_leveled_list_with_mnemonics.csv
selective,selective,adj,,sesamewords_leveled_list_with_mnemonics.csv
sensitive,sensitive,adj,,sesamewords_leveled_list_with_mnemonics.csv
sensitivity,sensitivity,n,,sesamewords_leveled_list_with_mnemonics.csv
severe,severe,adj,,sesamewords_leveled_list_with_mnemonics.csv
sheer,sheer,adj,,sesamewords_leveled_list_with_mnemonics.csv
shock,shock,n,,sesamewords_leveled_list_with_mnemonics.csv
sierra,sierra,n,,sesamewords_leveled_list_with_mnemonics.csv
similarity,similarity,n,,sesamewords_leveled_list_with_mnemonics.csv
simplify,simplify,v,,sesamewords_leveled_list_with_mnemonics.csv
simulate,simulate,v,,sesamewords_leveled_list_with_mnemonics.csv
simultaneous,simultaneous,adj,,sesamewords_leveled_list_with_mnemonics.csv
sincere,sincere,adj,,sesamewords_leveled_list_with_mnemonics.csv
situate,situate,v,,sesamewords_leveled_list_with_mnemonics.csv
skirt,skirt,n,,sesamewords_leveled_list_with_mnemonics.csv
solar,solar,adj,,sesamewords_leveled_list_with_mnemonics.csv
sole,sole,n,,sesamewords_leveled_list_with_mnemonics.csv
somewhat,somewhat,adv,,sesamewords_leveled_list_with_mnemonics.csv
spare,spare,v,,sesamewords_leveled_list_with_mnemonics.csv
spatial,spatial,adj,,sesamewords_leveled_list_with_mnemonics.csv
spectrum,spectrum,n,,sesamewords_leveled_list_with_mnemonics.csv
sphere,sphere,n,,sesamewords_leveled_list_with_mnemonics.csv
spiritual,spiritual,adj,,sesamewords_leveled_list_with_mnemonics.csv
stability,stability,n,,sesamewords_leveled_list_with_mnemonics.csv
stable,stable,adj,,sesamewords_leveled_list_with_mnemonics.csv
statute,statute,n,,sesamewords_leveled_list_with_mnemonics.csv
steady,steady,adj,,sesamewords_leveled_list_with_mnemonics.csv
stem,stem,n,,sesamewords_leveled_list_with_mnemonics.csv
stimulate,stimulate,v,,sesamewords_leveled_list_with_mnemonics.csv
strive,strive,v,,sesamewords_leveled_list_with_mnemonics.csv
struggle,struggle,n,,sesamewords_leveled_list_with_mnemonics.csv
sublime,sublime,adj,,sesamewords_leveled_list_with_mnemonics.csv
subsequent,subsequent,adj,,sesamewords_leveled_list_with_mnemonics.csv
subsidiary,subsidiary,n,,sesamewords_leveled_list_with_mnemonics.csv
substantial,substantial,adj,,sesamewords_leveled_list_with_mnemonics.csv
substitute,substitute,v,,sesamewords_leveled_list_with_mnemonics.csv
succeed,succeed,v,,sesamewords_leveled_list_with_mnemonics.csv
suitable,suitable,adj,,sesamewords_leveled_list_with_mnemonics.csv
sum,sum,n,,sesamewords_leveled_list_with_mnemonics.csv
summit,summit,v,,sesamewords_leveled_list_with_mnemonics.csv
suppose,suppose,v,,sesamewords_leveled_list_with_mnemonics.csv
supreme,supreme,adj,,sesamewords_leveled_list_with_mnemonics.csv
surge,surge,v,,sesamewords_leveled_list_with_mnemonics.csv
surround,surround,v,,sesamewords_leveled_list_with_mnemonics.csv
surveillance,surveillance,n,,sesamewords_leveled_list_with_mnemonics.csv
survive,survive,v,,sesamewords_leveled_list_with_mnemonics.csv
suspect,suspect,v,,sesamewords_leveled_list_with_mnemonics.csv
suspend,suspend,v,,sesamewords_leveled_list_with_mnemonics.csv
sustain,sustain,v,,sesamewords_leveled_list_with_mnemonics.csv
swift,swift,adj,,sesamewords_leveled_list_with_mnemonics.csv
symptom,symptom,n,,sesamewords_leveled_list_with_mnemonics.csv
synthesis,synthesis,n,,sesamewords_leveled_list_with_mnemonics.csv
talent,talent,n,,sesamewords_leveled_list_with_mnemonics.csv
temporary,temporary,adj,,sesamewords_leveled_list_with_mnemonics.csv
tend,tend,v,,sesamewords_leveled_list_with_mnemonics.csv
tension,tension,n,,sesamewords_leveled_list_with_mnemonics.csv
terminate,terminate,v,,sesamewords_leveled_list_with_mnemonics.csv
termination,termination,n,,sesamewords_leveled_list_with_mnemonics.csv
texture,texture,n,,sesamewords_leveled_list_with_mnemonics.csv
theoretical,theoretical,adj,,sesamewords_leveled_list_with_mnemonics.csv
therapeutic,therapeutic,adj,,sesamewords_leveled_list_with_mnemonics.csv
thereby,thereby,adv,,sesamewords_leveled_list_with_mnemonics.csv
thermal,thermal,adj,,sesamewords_leveled_list_with_mnemonics.csv
thesis,thesis,n,,sesamewords_leveled_list_with_mnemonics.csv
thorough,thorough,adj,,sesamewords_leveled_list_with_mnemonics.csv
threaten,threaten,v,,sesamewords_leveled_list_with_mnemonics.csv
timely,timely,adj,,sesamewords_leveled_list_with_mnemonics.csv
tolerance,tolerance,n,,sesamewords_leveled_list_with_mnemonics.csv
toxic,toxic,adj,,sesamewords_leveled_list_with_mnemonics.csv
trace,trace,v,,sesamewords_leveled_list_with_mnemonics.csv
tract,tract,n,,sesamewords_leveled_list_with_mnemonics.csv
tradition,tradition,n,,sesamewords_leveled_list_with_mnemonics.csv
transcription,transcription,n,,sesamewords_leveled_list_with_mnemonics.csv
transform,transform,v,,sesamewords_leveled_list_with_mnemonics.csv
transformation,transformation,n,,sesamewords_leveled_list_with_mnemonics.csv
transformative,transformative,,,sesamewords_leveled_list_with_mnemonics.csv
transit,transit,n,,sesamewords_leveled_list_with_mnemonics.csv
transition,transition,n,,sesamewords_leveled_list_with_mnemonics.csv
translate,translate,v,,sesamewords_leveled_list_with_mnemonics.csv
transmit,transmit,v,,sesamewords_leveled_list_with_mnemonics.csv
transparent,transparent,adj,,sesamewords_leveled_list_with_mnemonics.csv
trap,trap,n,,sesamewords_leveled_list_with_mnemonics.csv
trek,trek,v,,sesamewords_leveled_list_with_mnemonics.csv
tribute,tribute,n,,sesamewords_leveled_list_with_mnemonics.csv
trigger,trigger,n,,sesamewords_leveled_list_with_mnemonics.csv
trio,trio,n,,sesamewords_leveled_list_with_mnemonics.csv
tropical,tropical,adj,,sesamewords_leveled_list_with_mnemonics.csv
twist,twist,v,,sesamewords_leveled_list_with_mnemonics.csv
uncertainty,uncertainty,n,,sesamewords_leveled_list_with_mnemonics.csv
undergo,undergo,v,,sesamewords_leveled_list_with_mnemonics.csv
underground,underground,adj,,sesamewords_leveled_list_with_mnemonics.csv
underlie,underlie,v,,sesamewords_leveled_list_with_mnemonics.csv
understanding,understanding,,,sesamewords_leveled_list_with_mnemonics.csv
undertake,undertake,v,,sesamewords_leveled_list_with_mnemonics.csv
undo,undo,v,,sesamewords_leveled_list_with_mnemonics.csv
unemployment,unemployment,n,,sesamewords_leveled_list_with_mnemonics.csv
unexpected,unexpected,adj,,sesamewords_leveled_list_with_mnemonics.csv
uniform,uniform,n,,sesamewords_leveled_list_with_mnemonics.csv
unlikely,unlikely,adj,,sesamewords_leveled_list_with_mnemonics.csv
unlimited,unlimited,adj,,sesamewords_leveled_list_with_mnemonics.csv
unusual,unusual,adj,,sesamewords_leveled_list_with_mnemonics.csv
urgent,urgent,adj,,sesamewords_leveled_list_with_mnemonics.csv
utilize,utilize,v,,sesamewords_leveled_list_with_mnemonics.csv
validate,validate,v,,sesamewords_leveled_list_with_mnemonics.csv
valuable,valuable,adj,,sesamewords_leveled_list_with_mnemonics.csv
variation,variation,n,,sesamewords_leveled_list_with_mnemonics.csv
vast,vast,adj,,sesamewords_leveled_list_with_mnemonics.csv
vat,vat,n,,sesamewords_leveled_list_with_mnemonics.csv
vector,vector,n,,sesamewords_leveled_list_with_mnemonics.csv
velocity,velocity,n,,sesamewords_leveled_list_with_mnemonics.csv
vent,vent,v,,sesamewords_leveled_list_with_mnemonics.csv
venture,venture,v,,sesamewords_leveled_list_with_mnemonics.csv
vertex,vertex,,,sesamewords_leveled_list_with_mnemonics.csv
vertical,vertical,adj,,sesamewords_leveled_list_with_mnemonics.csv
veteran,veteran,adj,,sesamewords_leveled_list_with_mnemonics.csv
victor,victor,n,,sesamewords_leveled_list_with_mnemonics.csv
violation,violation,n,,sesamewords_leveled_list_with_mnemonics.csv
violent,violent,adj,,sesamewords_leveled_list_with_mnemonics.csv
virtue,virtue,n,,sesamewords_leveled_list_with_mnemonics.csv
visible,visible,adj,,sesamewords_leveled_list_with_mnemonics.csv
vista,vista,n,,sesamewords_leveled_list_with_mnemonics.csv
vital,vital,adj,,sesamewords_leveled_list_with_mnemonics.csv
voluntary,voluntary,adj,,sesamewords_leveled_list_with_mnemonics.csv
vulnerable,vulnerable,adj,,sesamewords_leveled_list_with_mnemonics.csv
wage,wage,n,,sesamewords_leveled_list_with_mnemonics.csv
waiver,waiver,n,,sesamewords_leveled_list_with_mnemonics.csv
warrant,warrant,v,,sesamewords_leveled_list_with_mnemonics.csv
weakness,weakness,,,sesamewords_leveled_list_with_mnemonics.csv
wealth,wealth,n,,sesamewords_leveled_list_with_mnemonics.csv
welfare,welfare,n,,sesamewords_leveled_list_with_mnemonics.csv
wetland,wetland,n,,sesamewords_leveled_list_with_mnemonics.csv
whereas,whereas,,,sesamewords_leveled_list_with_mnemonics.csv
wisdom,wisdom,n,,sesamewords_leveled_list_with_mnemonics.csv
withdrawal,withdrawal,n,,sesamewords_leveled_list_with_mnemonics.csv
witness,witness,v,,sesamewords_leveled_list_with_mnemonics.csv
worry,worry,v,,sesamewords_leveled_list_with_mnemonics.csv
worthy,worthy,adj,,sesamewords_leveled_list_with_mnemonics.csv
yield,yield,v,,sesamewords_leveled_list_with_mnemonics.csv
